OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
41539,"DELTONA (HWIND/415), FL",3310,WM Supercenter,Retail,101 HOWLAND BLVD,DELTONA,VOLUSIA,FL,32738-9200,Open,ceea14ff-1b75-4101-9a1c-1c81fedada0b,-9035148.2864,3359081.347
41540,ALBANY GILLIONVILLE GA,2801,Neighborhood Market,Retail,108 S WESTOVER BLVD,ALBANY,DOUGHERTY,GA,31707-0604,Open,fd29c2b6-199a-4d91-bb8f-980bff50a4b7,-9375156.7505,3708805.7537
41541,"MIAMI GARDENS (PROP), FL",3311,WM Supercenter,Retail,19501 NW 27TH AVE,MIAMI GARDENS,MIAMI-DADE,FL,33056-2521,Open,8762a8fc-0751-4746-9f8d-7398c907febc,-8932687.1555,2993248.4515
41543,"CENTENNIAL (LIMA), CO",3313,WM Supercenter,Retail,10900 E BRIARWOOD AVE,CENTENNIAL,DOUGLAS,CO,80112-3820,Open,1d6b1783-1617-4666-bab1-0a9329629ced,-11673166.5211,4806621.4694
41544,"EDMOND, (NW) OK",2803,WM Supercenter,Retail,2200 W DANFORTH RD,EDMOND,OKLAHOMA,OK,73003-4600,Open,edee266d-8ece-4921-b75c-e2aad3e00278,-10855000.5464,4254712.5941
41545,"GLENDALE, AZ",3314,Neighborhood Market,Retail,7450 W GLENDALE AVE,GLENDALE,MARICOPA,AZ,85303-3000,Open,9c33cd3d-ff15-47b1-b3ba-c36b27f67c0c,-12492147.2432,3967107.6245
41546,"OKLAHOMA CITY (C), OK",2804,WM Supercenter,Retail,1801 BELLE ISLE BLVD,OKLAHOMA CITY,OKLAHOMA,OK,73118-4221,Open,49957cbd-9551-46ff-bb87-bb909ab29d41,-10858071.072,4235642.887
41547,"PHOENIX, AZ",3315,Neighborhood Market,Retail,4230 W UNION HILLS DR,GLENDALE,MARICOPA,AZ,85308-1704,Open,2b02c5dc-97ea-4611-8865-f5bd6ea4e6c5,-12484525.0863,3982714.7976
41548,"EMPORIA, VA",2805,WM Supercenter,Retail,303 MARKET DR,EMPORIA,GREENSVILLE,VA,23847-1203,Open,1b905129-c1cc-4d25-bb51-880f77666ca4,-8632227.9461,4398393.1372
41549,"ALBUQUERQUE, NM",3317,Neighborhood Market,Retail,8511 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,NM,87114-4896,Open,969eeb1f-5312-4c0b-8571-c0c0ca91af05,-11876647.7523,4188451.9447
41550,"BOILING SPRINGS, SC",2806,WM Supercenter,Retail,4000 HWY 9,BOILING SPRINGS,SPARTANBURG,SC,29316-8501,Open,6461fbbf-24f2-4015-9915-0eda57c1813d,-9126616.1724,4171035.517
41551,"HARKER HEIGHTS, TX",3319,WM Supercenter,Retail,2020 HEIGHTS DR,HARKER HEIGHTS,BELL,TX,76548-2000,Open,7887332c-473c-4e97-b701-aa590b6f1d4d,-10873066.364,3641841.3671
41552,"HARRISONBURG, VA",2807,WM Supercenter,Retail,2160 JOHN WAYLAND HWY,HARRISONBURG,ROCKINGHAM,VA,22801-4509,Open,fbe74e65-36e9-4580-897d-e40ef6b6b7e3,-8784257.6426,4640832.2057
41553,"PALMHURST, TX",3320,WM Supercenter,Retail,215 E MILE 3 RD,PALMHURST,HIDALGO,TX,78573-6677,Open,91624fbf-8dba-4761-b507-3695b2be6dd3,-10944449.7648,3031407.9818
41554,"MIDLOTHIAN (S), VA",2808,WM Supercenter,Retail,12200 CHATTANOOGA PLZ,MIDLOTHIAN,CHESTERFIELD,VA,23112-4865,Open,a21c330f-b8eb-4c55-880b-b505257fd0e6,-8640782.7377,4499482.9476
41555,"PEWAUKEE, WI",3322,Wal-Mart,Retail,411 PEWAUKEE RD,PEWAUKEE,WAUKESHA,WI,53072-5886,Open,ac5fcef3-3b8d-489e-b105-725a8a32d426,-9821517.4071,5325347.2942
41556,"BUCKHANNON, WV",2809,WM Supercenter,Retail,100 BUCKHANNON CROSSROADS,BUCKHANNON,UPSHUR,WV,26201-8422,Open,ece8a371-cd74-40c3-8bc4-eac48bbb6a64,-8931714.6684,4721390.5368
41558,"SPENCER, WV",2810,WM Supercenter,Retail,97 WILLIAMS DR,SPENCER,ROANE,WV,25276-1825,Open,5aed702c-1920-4320-9536-45178a63bd45,-9055881.8756,4692744.548
41559,"SHEBOYGAN (N), WI",3324,WM Supercenter,Retail,4433 VANGUARD DR,SHEBOYGAN,SHEBOYGAN,WI,53083-6067,Open,c09b9202-09de-4e73-8546-df53262643df,-9770212.3688,5433387.4937
41560,"ATHENS, GA",2811,WM Supercenter,Retail,4375 LEXINGTON RD,ATHENS,CLARKE,GA,30605-2525,Open,f8386dc1-15fc-4837-85d5-7d278c569e26,-9273908.668,4019975.3448
41562,"ROCHESTER (S), MN",2812,WM Supercenter,Retail,25 25TH ST SE,ROCHESTER,OLMSTED,MN,55904-5576,Open,bbb38f96-d135-40fa-b36b-a7bbb36127f4,-10292553.4759,5463369.046
41563,OKLAHOMA CITY MAY & 134TH OK,3327,Neighborhood Market,Retail,2900 SW 134TH ST,OKLAHOMA CITY,CLEVELAND,OK,73170-5403,Open,5d507be6-def3-442f-bb7e-824c180466dd,-10860952.243,4209226.4192
41564,"MARSHFIELD, WI",2813,WM Supercenter,Retail,2001 N CENTRAL AVE,MARSHFIELD,MARATHON,WI,54449-8337,Open,84f1dba0-567b-4627-8418-c5a1429a0270,-10035964.3873,5572304.9037
41565,"GREENVILLE, MI",3328,WM Supercenter,Retail,10772 W CARSON CITY RD,GREENVILLE,MONTCALM,MI,48838-9141,Open,3b582a5c-e5d0-4867-94b5-4214301e6997,-9494449.4998,5339405.2058
41566,HIALEAH GARDENS (NW) FL,2814,WM Supercenter,Retail,9300 NW 77TH AVE,HIALEAH,MIAMI-DADE,FL,33016-2504,Open,3b165861-767f-40fc-af56-1468dcf915c0,-8941794.6483,2981579.5752
41567,"POTSDAM, NY",3329,WM Supercenter,Retail,7494 US HIGHWAY 11,POTSDAM,ST. LAWRENCE,NY,13676-3577,Open,31ddee92-d99c-4e77-88cf-695c175afc25,-8351911.9986,5568402.636
41568,"ROLLING MEADOWS, IL",2815,Wal-Mart,Retail,1460 GOLF RD,ROLLING MEADOWS,COOK,IL,60008-4206,Open,feb8a38b-7427-4d30-a573-f18affed307c,-9796142.6857,5169011.5489
41569,"NILES, IL",2816,Wal-Mart,Retail,5630 W TOUHY AVE,NILES,COOK,IL,60714-4001,Open,6dddbe19-d2d4-4dee-893b-ffcf45a9c541,-9770383.2442,5163219.8938
41570,CHESAPEAKE CEDAR VA,3330,Neighborhood Market,Retail,673 CEDAR ROAD,CHESAPEAKE,CHESAPEAKE CITY,VA,23322-0000,Open,2646c350-6435-44b5-88a2-2095c84074d0,-8489641.3707,4398687.0962
41571,"LANSING, IL",2817,WM Supercenter,Retail,17625 TORRENCE AVE,LANSING,COOK,IL,60438-4839,Open,d5f7733d-7039-4fcb-9bda-3f676fa9242e,-9746591.7087,5097518.9522
41572,"PINE BLUFF, AR",3331,WM Supercenter,Retail,5501 S OLIVE ST,PINE BLUFF,JEFFERSON,AR,71603-7607,Open,4cb14e5c-da9f-484e-9d87-c26145664b96,-10241741.4717,4052174.0959
41573,"FULTON, NY",3332,WM Supercenter,Retail,1818 STATE ROUTE 3,FULTON,OSWEGO,NY,13069-1565,Open,95d148b4-f70f-4063-835c-63365563e4f7,-8510229.1313,5361362.8503
41574,"HAMMOND, IN",2818,WM Supercenter,Retail,7850 CABELA DR,HAMMOND,LAKE,IN,46324-0015,Open,47c0a872-5381-4210-917d-4f5d875f1a09,-9738521.4909,5096662.4673
41575,"MALONE, NY",3334,WM Supercenter,Retail,3222 STATE ROUTE 11,MALONE,FRANKLIN,NY,12953-4709,Open,569592ab-e434-4684-b5ba-c50f0ff7de7d,-8274309.0665,5597175.7485
41576,"BLUFFTON, IN",2819,WM Supercenter,Retail,2100 N MAIN ST,BLUFFTON,WELLS,IN,46714-1185,Open,fcc898f8-277b-480b-8cbd-08bef6b44ecd,-9480894.682,4978886.0788
41577,"WOODHAVEN, MI",3336,WM Supercenter,Retail,23800 ALLEN RD,WOODHAVEN,WAYNE,MI,48183-3374,Open,bb847d63-bae6-48ff-ad22-6e15161de49e,-9264877.8743,5181304.2014
41578,"WORTHINGTON, MN",2820,WM Supercenter,Retail,1055 RYANS RD,WORTHINGTON,NOBLES,MN,56187-1721,Open,677e767e-b276-42f1-b566-d2b8b1bfc246,-10642346.7005,5409389.2657
41579,"RIO GRANDE, NJ",3337,WM Supercenter,Retail,3159 ROUTE 9 SOUTH,RIO GRANDE,CAPE MAY,NJ,08242-1012,Open,b9439697-b0f4-425c-b44a-a8416ad4eb54,-8334815.6626,4724701.0084
41580,RICHMOND(CHIPPENHAM) VA,2821,WM Supercenter,Retail,2410 SHEILA LN,RICHMOND,RICHMOND CITY,VA,23225-2041,Open,ae0e7327-b7e0-47be-8db3-3aa868b3c9f3,-8630786.3587,4513518.3695
41581,SPARTANBURG CEDAR SPRINGS SC,3338,Neighborhood Market,Retail,203 CEDAR SPRINGS RD,SPARTANBURG,SPARTANBURG,SC,29302-4639,Open,9318edbc-9be8-4a64-aa41-a49e9f77a95e,-9115387.2641,4153112.1139
41582,"WALKER, LA",2822,WM Supercenter,Retail,28270 WALKER RD S,WALKER,LIVINGSTON,LA,70785-6028,Open,5774b717-5c7b-4b17-b3f4-7e63369cde46,-10114470.8997,3564941.7627
41583,"VINELAND, NJ",3339,WM Supercenter,Retail,1070 W LANDIS AVE,VINELAND,CUMBERLAND,NJ,08360-3422,Open,cc573c17-adfe-4302-b445-38294c9f224b,-8354241.359,4792034.3631
41584,"PARKERSBURG, (S) WV",2823,WM Supercenter,Retail,2900 PIKE ST,PARKERSBURG,WOOD,WV,26101-8653,Open,f0d8fefb-14a9-4db4-99e6-17ef8443ac3a,-9077950.742,4752627.794
41585,TULSA(FAIRGROUNDS) OK,3340,Neighborhood Market,Retail,4720 E 21ST ST,TULSA,TULSA,OK,74114-2109,Open,b05be0f5-03da-453a-8419-00949eaf3376,-10678184.6748,4318774.5175
41586,"OLD BRIDGE, NJ",2825,Wal-Mart,Retail,1126 US HIGHWAY 9,OLD BRIDGE,MIDDLESEX,NJ,08857-2860,Open,ec2bc195-77e8-49de-8abb-3a6025bc2997,-8271139.6893,4931253.4494
41587,"DALLAS, TX",3341,Neighborhood Market,Retail,2305 N CENTRAL EXPY,DALLAS,DALLAS,TX,75204-3800,Open,6d331ee8-99ec-401e-99c6-59d221a84412,-10775074.8219,3868873.6453
41588,COACHELLA CA,2826,Neighborhood Market,Retail,83053 AVENUE 48,COACHELLA,RIVERSIDE,CA,92236-0000,Open,ef210a4b-e2a9-4fd6-ac61-0fede5d12ae7,-12937017.1091,3988437.7363
41589,"AMELIA, OH",3342,WM Supercenter,Retail,1815 E OHIO PIKE,AMELIA,CLERMONT,OH,45102-2380,Open,c092898f-8ebf-478a-8a33-fa9729d5fa61,-9372973.2187,4723852.0848
41590,"CORALVILLE, IA",2827,WM Supercenter,Retail,2801 COMMERCE DR,CORALVILLE,JOHNSON,IA,52241-2757,Open,4c59327b-a5ec-4e61-853e-a2d750192c25,-10198248.5013,5115788.1768
41591,"WINCHESTER-W, VA",3344,WM Supercenter,Retail,501 WAL MART DR,WINCHESTER,FREDERICK,VA,22603-3937,Open,15be080f-1e5d-4295-a96f-15e5c391db71,-8705800.6674,4749486.7061
41592,"MILWAUKEE (S), WI",2828,WM Supercenter,Retail,3355 S 27TH ST,MILWAUKEE,MILWAUKEE,WI,53215-4303,Open,cc7605c2-2dd7-4ae9-b43d-a5cf11725876,-9790605.209,5309473.1937
41593,"WINTER HAVEN (E), FL",3347,WM Supercenter,Retail,7450 CYPRESS GARDENS BLVD,WINTER HAVEN,POLK,FL,33884-6200,Open,7434d7f3-b2e9-4baf-bae1-c1e3cb6f23bc,-9089129.6679,3246054.4093
41594,"EDDYSTONE, PA",2830,Wal-Mart,Retail,1570 CHESTER PIKE,EDDYSTONE,DELAWARE,PA,19022-1338,Open,68e6a679-b594-48e6-8b35-690590da73c4,-8386896.2637,4846148.152
41595,"LAKE PARK (P.B.GARD), FL",3348,WM Supercenter,Retail,101 N CONGRESS AVE,LAKE PARK,PALM BEACH,FL,33403-3804,Open,070d3f40-b770-494c-a359-691936fc54ba,-8915392.782,3097904.5461
41596,"JEROME, ID",2831,WM Supercenter,Retail,2680 S LINCOLN AVE,JEROME,JEROME,ID,83338-6128,Open,914d3f03-fd64-4802-9e24-ad9c2e91061f,-12747772.9729,5265520.7496
41597,"PORT CHARLOTTE (E), FL",3349,WM Supercenter,Retail,375 KINGS HWY,PORT CHARLOTTE,CHARLOTTE,FL,33983-5222,Open,4c1427cb-af65-4981-b118-aaeeca6f3e04,-9133546.1447,3126585.144
41598,"HARDEEVILLE, SC",2832,WM Supercenter,Retail,4400 US HIGHWAY 278,HARDEEVILLE,JASPER,SC,29927-9733,Open,474c1006-a19a-4482-a48f-903159dfc6df,-9014473.808,3804205.2492
41599,"LAS VEGAS (BOULDER), NV",3350,WM Supercenter,Retail,5198 BOULDER HWY,LAS VEGAS,CLARK,NV,89122-6002,Open,6d6d1e30-9395-4cf8-94f7-2b92b35f6dbe,-12808749.7824,4315565.7782
41600,"GRAFTON, WV",2833,WM Supercenter,Retail,1 WALMART LN,GRAFTON,TAYLOR,WV,26354-9537,Open,1b707075-e659-4369-868e-12031735f604,-8905165.9717,4773152.912
41601,FT WORTH GOLDEN TRIANGLE TX,2834,WM Supercenter,Retail,5336 GOLDEN TRIANGLE BOULEVARD,FORT WORTH,TARRANT,TX,76244-0000,Open,eade0ba0-7302-4670-8b25-0223caef4450,-10827766.0549,3886121.119
41602,"NORTH LAS VEGAS, NV",3351,WM Supercenter,Retail,6464 N DECATUR BLVD,LAS VEGAS,CLARK,NV,89131-2959,Open,2ad49727-a455-45b1-aa5f-decaed0d64fa,-12824347.2015,4338909.1642
41603,SAN ANTONIO GILBEAU TX,2835,Neighborhood Market,Retail,9006 GUILBEAU ROAD,SAN ANTONIO,BEXAR,TX,78250-0000,Open,35947d3b-4bb3-4eb0-9fea-272433deec3b,-10982899.5169,3441761.5467
41604,"STOCKTON-NW, CA",3352,WM Supercenter,Retail,10355 TRINITY PKWY,STOCKTON,SAN JOAQUIN,CA,95219-7243,Open,a1dad76c-faa9-4761-a164-8376fbfe99c4,-13511543.235,4586466.666
41605,"FUQUAY-VARINA, NC",2836,WM Supercenter,Retail,1051 E BROAD ST,FUQUAY VARINA,WAKE,NC,27526-1799,Open,515f543f-7493-4dce-97e6-bfe86d5f6a7f,-8769871.0456,4244985.6294
41606,"HENDERSON, NV",3354,Neighborhood Market,Retail,1401 AMERICAN PACIFIC DR,HENDERSON,CLARK,NV,89074-7401,Open,f20eee71-f1e9-4e86-b9a7-c05079c73927,-12807118.8405,4306198.1572
41607,"HENDERSON(N), NV",2838,WM Supercenter,Retail,540 MARKS ST,HENDERSON,CLARK,NV,89014-6654,Open,8e59b59d-9f96-42c2-9a69-d03f354de9b9,-12805437.471,4308953.8194
41608,"LAS VEGAS (LAMB), NV",3355,Neighborhood Market,Retail,1400 S LAMB BLVD,LAS VEGAS,CLARK,NV,89104-5416,Open,4974ef21-f284-46fb-9c3c-5219f65900da,-12810610.1537,4322130.9039
41609,SPRINGFIELD GRAND MO,2839,Neighborhood Market,Retail,444 W GRAND ST,SPRINGFIELD,GREENE,MO,65807-1406,Open,ef3470cf-c32a-4a5c-bf6d-cbc5ff189e79,-10385691.1542,4466532.14
41610,"LAS VEGAS (WARM SPRI), NV",3356,Neighborhood Market,Retail,7445 S EASTERN AVE,LAS VEGAS,CLARK,NV,89123-1538,Open,90e2a74a-229d-44f1-8196-bb25c38c4d5a,-12815099.4462,4308187.6601
41611,BRUNSWICK ALTAMA GA,2840,Neighborhood Market,Retail,11 GLYNN PLAZA,BRUNSWICK,GLYNN,GA,31520-0000,Open,a3953e0d-d28d-4752-b540-43123d09d649,-9071141.5514,3657901.6484
41612,"TUCSON, AZ",3357,Neighborhood Market,Retail,3925 E GRANT RD,TUCSON,PIMA,AZ,85712-2506,Open,98799a1b-a54d-49ab-914f-fa22a8297342,-12346307.9122,3796426.1069
41613,"LUMBERTON, NJ",2841,Wal-Mart,Retail,1740 ROUTE 38,LUMBERTON,BURLINGTON,NJ,08048-2257,Open,daad3538-fcb6-403f-bd04-d7f32a23a9f2,-8323195.0209,4862663.8821
41614,FORT MILL TOM HALL SC,3359,Neighborhood Market,Retail,500 N DOBYS BRIDGE ROAD,FORT MILL,YORK,SC,29715-6815,Open,aeae9437-0932-4b97-9720-551bae05e315,-9009139.1553,4164693.5601
41615,"CORONA, CA",2842,WM Supercenter,Retail,1290 E ONTARIO AVE,CORONA,RIVERSIDE,CA,92881-3618,Open,189a73e6-7f07-4ef8-8b92-fc909d727692,-13084629.7595,4008150.5958
41616,"CHANDLER-AIRPORT, AZ",3360,WM Supercenter,Retail,2750 E GERMANN RD,CHANDLER,MARICOPA,AZ,85286-1403,Open,d9ddbf89-7123-4734-b9a6-6a3fddbc00ac,-12444784.2507,3932727.6
41617,"SUMMERFIELD, FL",2843,WM Supercenter,Retail,17961 S US HIGHWAY 441,SUMMERFIELD,MARION,FL,34491-8685,Open,5e3773c1-adc8-44d5-a63d-c906fe9e5425,-9124287.7027,3370884.9323
41618,"OAK GROVE, KY",3362,WM Supercenter,Retail,14800 FORT CAMPBELL BLVD,OAK GROVE,CHRISTIAN,KY,42262-8304,Open,1a42ca29-4d54-41e8-8583-7031b0038927,-9733779.7259,4392934.6364
41619,"HALFMOON, NY",2844,WM Supercenter,Retail,1549 ROUTE 9,CLIFTON PARK,SARATOGA,NY,12065-5614,Open,1a54d8be-d44f-4651-9272-237742e3dcf1,-8209572.1072,5288701.2192
41620,"OWENSBORO, KY",3363,WM Supercenter,Retail,3151 LEITCHFIELD RD,OWENSBORO,DAVIESS,KY,42303-2115,Open,0a47df97-9723-44d1-9e5d-7d6f7d3ceee2,-9691575.2786,4545179.9117
41621,"SILER CITY, NC",2845,WM Supercenter,Retail,14215 US HIGHWAY 64 W,SILER CITY,CHATHAM,NC,27344-6451,Open,d3f1b5cf-80bb-462a-b23b-2bf47864b840,-8841918.0219,4263824.1004
41622,"WEST ST. PAUL, MN",3364,WM Supercenter,Retail,1644 ROBERT ST S,SAINT PAUL,DAKOTA,MN,55118-3918,Open,4f878d2a-e8a3-43f2-874b-d2d5c727d1fa,-10361334.8949,5605331.3219
41623,"OLIVE BRANCH, MS",2846,WM Supercenter,Retail,7950 CRAFT GOODMAN FRONTAGE RD,OLIVE BRANCH,DESOTO,MS,38654-6608,Open,7a617f65-5406-4c6c-9708-c92e26273622,-10002015.5048,4159122.6762
41625,"BELLEVUE, NE",2847,WM Supercenter,Retail,10504 S 15TH ST,BELLEVUE,SARPY,NE,68123-4084,Open,0538dba0-3fd5-479e-9de7-7435257a4fd1,-10679620.9188,5035327.9218
41626,"CENTERVILLE, UT",3366,WM Supercenter,Retail,221 W PARRISH LN,CENTERVILLE,DAVIS,UT,84014-1829,Open,590fe4cf-40fa-47f8-a07b-bbac577ac8e7,-12454850.427,5000402.5449
41627,"MASON, WV",2849,WM Supercenter,Retail,320 MALLARD LANE,MASON,MASON,WV,25260-1249,Open,729516e1-0228-4948-bbba-9a1152612006,-9132018.396,4723166.2638
41628,NORTH CHARLESTON SC,3367,WM Supercenter,Retail,4920 CENTRE POINTE DR,NORTH CHARLESTON,COLLETON,SC,29418-6927,Open,41e03696-22fb-4d8e-bb55-be7e723c5236,-8907533.9599,3879070.248
41629,"HAMPSTEAD, MD",2850,WM Supercenter,Retail,2320 NO. HANOVER PIKE,HAMPSTEAD,CARROLL,MD,21074-1151,Open,b4a4a2cc-310c-48d1-93af-90ee3e384cdf,-8557049.4412,4813232.1707
41630,"PALMETTO, FL",3370,WM Supercenter,Retail,508 10TH ST E,PALMETTO,MANATEE,FL,34221-4062,Open,3c9f8fc5-5ee5-4dd0-aa0c-20f6e8d47055,-9190445.6553,3189064.0573
41631,"MOUNDSVILLE, WV",2852,WM Supercenter,Retail,10 WALMART DR,MOUNDSVILLE,MARSHALL,WV,26041-1187,Open,3d4151f4-88b4-491f-ad2c-ff3d348e8151,-8988798.3014,4855310.0239
41632,"CHARLOTTE (W), NC",3371,WM Supercenter,Retail,3240 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,NC,28208-5630,Open,94622fd6-6141-4cf1-ac6e-9de86e2b2eaa,-9005145.9026,4194693.3111
41633,"LA PLATA, MD",2853,Wal-Mart,Retail,40 DRURY DR,LA PLATA,CHARLES,MD,20646-4220,Open,31c448ed-1e7e-4d9d-aeaf-61c31c12cc5a,-8569653.2566,4657502.6494
41634,LARGO CROSSROAD FL,3372,WM Supercenter,Retail,2677 ROOSEVELT BLVD,LARGO,PINELLAS,FL,33760-2512,Open,cd25ed2a-2080-41be-8444-02862d7a6f6e,-9209214.1214,3238018.6976
41635,"LISBON, CT",2854,WM Supercenter,Retail,180 RIVER RD,LISBON,NEW LONDON,CT,06351-3249,Open,fe13ed45-9d56-40d9-8119-856cd5d6c1fc,-8013833.4806,5098791.7679
41637,"SHAWNEE, KS",2855,WM Supercenter,Retail,16100 W 65TH ST,SHAWNEE,JOHNSON,KS,66217-9301,Open,6850837c-55a6-447b-b074-d730f8a09f53,-10550068.52,4723387.177
41638,TUCSON (CARDINAL) AZ,3377,Neighborhood Market,Retail,2823 W VALENCIA RD,TUCSON,PIMA,AZ,85746-8034,Open,59a1a2a4-13f7-4b87-b54d-ce13edaa3c61,-12359437.0443,3780769.4081
41639,ORO VALLEY AZ,3379,WM Supercenter,Retail,2150 E TANGERINE RD,ORO VALLEY,PIMA,AZ,85755-6236,Open,f68e3c6b-0131-4983-9a74-caeeac750515,-12349884.3848,3819370.4593
41640,"OAK GROVE, MO",2856,WM Supercenter,Retail,201 SE SALEM ST,OAK GROVE,JACKSON,MO,64075-9284,Open,8d5d0fb3-1a3c-4551-a4e4-d01d01f897c7,-10477632.482,4723696.6356
41641,PASCO WA,3380,WM Supercenter,Retail,4820 N ROAD 68,PASCO,FRANKLIN,WA,99301-9009,Open,1c695569-96e9-40b0-9d2f-f9d62a649624,-13267977.191,5824054.4077
41642,"KANSAS CITY (NW), MO",2857,WM Supercenter,Retail,8551 N BOARDWALK AVE,KANSAS CITY,PLATTE,MO,64154-2547,Open,4ab77733-77a7-4cbc-8d6b-7518815e7662,-10536894.6375,4757615.7506
41643,SWEETWATER TX,3381,WM Supercenter,Retail,407 NE GEORGIA AVE,SWEETWATER,NOLAN,TX,79556-8238,Open,8246e96f-0a3b-4339-9aab-d52d0331fae4,-11175739.0501,3823024.1521
41644,STATESBORO GA,2858,Neighborhood Market,Retail,349 BRAMPTON AVE,STATESBORO,BULLOCH,GA,30458-0000,Open,6b153cba-b345-46ef-9ced-f25c78398190,-9102475.205,3817433.2703
41645,PUEBLO WEST CO,3382,WM Supercenter,Retail,78 N MCCULLOCH BLVD,PUEBLO WEST,PUEBLO,CO,81007-4444,Open,a9158cc1-eea6-434b-8be9-0f20ca97693c,-11659613.5958,4627060.4353
41646,"GATES, NY",2859,WM Supercenter,Retail,2150 CHILI AVE,ROCHESTER,MONROE,NY,14624-3453,Open,95f7d5a6-8401-4846-81db-5047844ec368,-8648302.9259,5332359.9494
41647,"AMARILLO (SC), TX",3383,WM Supercenter,Retail,4215 CANYON DR,AMARILLO,POTTER,TX,79110-1105,Open,863ce617-4b9e-431c-ac73-22e9c17dedd7,-11339326.4927,4186986.1503
41648,"POOLER, GA",2860,WM Supercenter,Retail,160 POOLER PKWY,POOLER,CHATHAM,GA,31322-4200,Open,5c684088-5248-4935-854c-2d8e204bc365,-9044025.4592,3782219.1973
41649,HEREFORD (NW) TX,3384,WM Supercenter,Retail,300 W 15TH ST,HEREFORD,DEAF SMITH,TX,79045-3051,Open,cffb425b-7a98-448f-aac0-90b7a8a4745d,-11399969.789,4142130.7739
41650,GARDEN CITY ID,2861,WM Supercenter,Retail,7319 W STATE ST,GARDEN CITY,ADA,ID,83714-6051,Open,de0a743f-027b-4290-91f9-73cf4e6bbcd9,-12944667.6524,5414369.8591
41651,ALBUQUERQUE (SAGE) NM,3385,Neighborhood Market,Retail,9600 SAGE RD SW,ALBUQUERQUE,BERNALILLO,NM,87121-6803,Open,447bef50-b8e1-4d84-b58e-0c652af60531,-11882176.3235,4171323.6698
41652,"MERIDIAN, ID",2862,WM Supercenter,Retail,4051 E FAIRVIEW AVE,MERIDIAN,ADA,ID,83642-5801,Open,0dc9443e-01a1-40b2-88bc-3421bb11a5c1,-12951285.0395,5406531.3907
41653,SPRINGVILLE AL,3386,WM Supercenter,Retail,160 SPRINGVILLE STATION BLVD,SPRINGVILLE,St. Clair,AL,35146-6162,Open,b9561540-9eab-4997-85e3-9813324c654d,-9621671.5365,3999263.6239
41655,"NORTH PORT, FL",3387,WM Supercenter,Retail,17000 TAMIAMI TRL,NORTH PORT,SARASOTA,FL,34287-7281,Open,dd36f8d8-fc37-4b04-86fc-8f449647028d,-9152354.9085,3127801.3511
41656,"SAN ANTONIO, TX",2864,WM Supercenter,Retail,6703 W LOOP 1604 N,SAN ANTONIO,BEXAR,TX,78254-9539,Open,83292b05-b3a7-470a-acc6-e876c2d3b212,-10987766.0711,3439563.4859
41657,LAWRENCEVILLE (S) GA,3388,WM Supercenter,Retail,1400 LAWRENCEVILLE HWY,LAWRENCEVILLE,GWINNETT,GA,30044-2029,Open,2621c295-bfe8-4605-921e-f1ae1a748797,-9353640.3627,4020312.5235
41658,"SPOKANE (W), WA",2865,Wal-Mart,Retail,2301 W WELLESLEY AVE,SPOKANE,SPOKANE,WA,99205-5004,Open,4c65dd15-49b5-46e9-a47d-7965abf12fbf,-13074008.099,6056944.4634
41659,SNELLVILLE (S) GA,3389,WM Supercenter,Retail,3435 CENTERVILLE HWY,SNELLVILLE,HOUSTON,GA,30039-6117,Open,fe5d3367-ea1c-43d6-963e-559abe5d1dba,-9356034.1771,4003046.9461
41660,"OKEMOS, MI",2866,Wal-Mart,Retail,5110 TIMES SQUARE PL,OKEMOS,INGHAM,MI,48864-1161,Open,33bb3c7e-28b7-4559-abb1-d18897726c1d,-9396156.9498,5270774.9395
41661,WOODLAND (W) TX,3390,WM Supercenter,Retail,10001 WOODLANDS PKWY,WOODLANDS,MONTGOMERY,TX,77382-2883,Open,d5d9561c-3a2b-465d-a146-308d06f48f8b,-10640842.1063,3527986.2383
41662,LANSING MI,2867,Wal-Mart,Retail,3225 TOWNE CENTRE BLVD,LANSING,INGHAM,MI,48912-5620,Open,c4cdbe95-35bb-4502-b169-e0121774143b,-9408913.1616,5276395.3747
41663,SCHERTZ TX,3391,WM Supercenter,Retail,6102 FM 3009,SCHERTZ,BEXAR,TX,78154-3205,Open,716cb1b6-ec94-4a6f-aaa6-596309366d69,-10939921.7332,3452758.2245
41664,"LANSING (W), MI",2869,WM Supercenter,Retail,409 N MARKETPLACE BLVD,LANSING,EATON,MI,48917-7732,Open,ec8c670e-f106-4fcd-8847-e2fd1e536daa,-9426047.235,5272209.8569
41665,BEDFORD TX,3392,Neighborhood Market,Retail,2108 BEDFORD RD,BEDFORD,TARRANT,TX,76021-5711,Open,41f8341e-e4ab-40aa-b563-7e8398a83e8a,-10812702.2569,3874545.2095
41666,MYRTLE BEACH KINGS SC,2870,Neighborhood Market,Retail,3915 N KINGS HWY,MYRTLE BEACH,HORRY,SC,29577-2742,Open,c3cd9822-da88-4509-98d4-5b9e5eef3de3,-8778296.8178,3990908.1402
